layer_name,layer_idx,class_i,class_j,cosine_similarity
conv_layers.0,0,8,5,0.25514671206474304
conv_layers.0,0,8,6,0.2220258265733719
conv_layers.0,0,8,7,0.7242522835731506
conv_layers.0,0,8,9,0.24510540068149567
conv_layers.0,0,8,10,0.07453534752130508
conv_layers.0,0,8,11,0.41335535049438477
conv_layers.0,0,8,12,0.4341067373752594
conv_layers.0,0,8,13,0.3719428777694702
conv_layers.0,0,8,14,0.19335664808750153
conv_layers.0,0,8,15,0.2101612687110901
conv_layers.0,0,8,16,0.3139153718948364
conv_layers.0,0,8,17,0.42201247811317444
conv_layers.0,0,8,18,0.04787478223443031
conv_layers.0,0,8,19,0.4801129102706909
conv_layers.0,0,8,20,0.48729783296585083
conv_layers.0,0,8,21,0.28008273243904114
conv_layers.0,0,8,22,0.0372588112950325
conv_layers.0,0,8,23,0.32724377512931824
conv_layers.0,0,8,24,0.17986705899238586
conv_layers.0,0,8,25,0.17495444416999817
conv_layers.0,0,8,26,0.2901066243648529
conv_layers.0,0,8,27,0.016308417543768883
conv_layers.0,0,8,28,0.23483510315418243
conv_layers.0,0,8,29,0.25753045082092285
conv_layers.0,0,8,30,0.18274147808551788
conv_layers.0,0,8,31,0.019431190565228462
conv_layers.0,0,8,32,0.4661370813846588
conv_layers.0,0,8,33,0.6188971996307373
conv_layers.0,0,8,34,0.5573081970214844
conv_layers.0,0,8,35,0.44554683566093445
conv_layers.0,0,8,36,0.01742483675479889
conv_layers.0,0,8,37,0.25603967905044556
conv_layers.0,0,8,38,0.2667292356491089
conv_layers.0,0,8,39,0.6437255144119263
conv_layers.0,0,8,40,0.38792622089385986
conv_layers.0,0,8,41,0.2727048993110657
conv_layers.0,0,8,42,0.09093654155731201
conv_layers.0,0,9,0,0.08840746432542801
conv_layers.0,0,9,1,0.3558424711227417
conv_layers.0,0,9,2,0.32526639103889465
conv_layers.0,0,9,3,0.30232128500938416
conv_layers.0,0,9,4,0.05789554491639137
conv_layers.0,0,9,5,0.09055061638355255
conv_layers.0,0,9,6,0.4378795623779297
conv_layers.0,0,9,7,0.4423556327819824
conv_layers.0,0,9,8,0.24510540068149567
